Iniciando monitor/controlador uRLLC em 10.0.99.1:5000 (Central de Monitoramento do campus)
Latência medida: 59.861 ms (de 10.0.31.1 - Reitoria, seq=0)
Latência medida: 119.197 ms (de 10.0.21.1 - Laboratorios, seq=19)
Latência medida: 121.014 ms (de 10.0.11.1 - Biblioteca, seq=11)
Latência medida: 119.792 ms (de 10.0.11.1 - Biblioteca, seq=12)
Latência medida: 1496.573 ms (de 10.0.21.1 - Laboratorios, seq=20)
Latência medida: 118.567 ms (de 10.0.21.1 - Laboratorios, seq=21)
Latência medida: 453.259 ms (de 10.0.21.1 - Laboratorios, seq=22)
Latência medida: 860.960 ms (de 10.0.11.1 - Biblioteca, seq=13)
Latência medida: 119.420 ms (de 10.0.21.1 - Laboratorios, seq=23)
Latência medida: 451.694 ms (de 10.0.21.1 - Laboratorios, seq=24)
Latência medida: 119.359 ms (de 10.0.21.1 - Laboratorios, seq=25)
Latência medida: 119.301 ms (de 10.0.21.1 - Laboratorios, seq=26)
Latência medida: 119.290 ms (de 10.0.21.1 - Laboratorios, seq=27)
Latência medida: 1551.883 ms (de 10.0.11.1 - Biblioteca, seq=14)
Latência medida: 120.857 ms (de 10.0.11.1 - Biblioteca, seq=15)
Latência medida: 120.368 ms (de 10.0.11.1 - Biblioteca, seq=16)
Latência medida: 120.472 ms (de 10.0.11.1 - Biblioteca, seq=17)
Latência medida: 1455.314 ms (de 10.0.21.1 - Laboratorios, seq=28)
Latência medida: 454.087 ms (de 10.0.11.1 - Biblioteca, seq=18)
Latência medida: 60.599 ms (de 10.0.31.1 - Reitoria, seq=5)
Latência medida: 60.032 ms (de 10.0.31.1 - Reitoria, seq=6)
Latência medida: 119.773 ms (de 10.0.21.1 - Laboratorios, seq=29)
Latência medida: 119.547 ms (de 10.0.11.1 - Biblioteca, seq=19)
Latência medida: 120.582 ms (de 10.0.11.1 - Biblioteca, seq=20)
Latência medida: 849.576 ms (de 10.0.21.1 - Laboratorios, seq=30)
Latência medida: 472.373 ms (de 10.0.21.1 - Laboratorios, seq=31)
Latência medida: 119.799 ms (de 10.0.21.1 - Laboratorios, seq=32)
Latência medida: 1596.614 ms (de 10.0.11.1 - Biblioteca, seq=21)
Latência medida: 118.248 ms (de 10.0.21.1 - Laboratorios, seq=33)
Latência medida: 460.963 ms (de 10.0.21.1 - Laboratorios, seq=34)
Latência medida: 119.612 ms (de 10.0.21.1 - Laboratorios, seq=35)
Latência medida: 824.316 ms (de 10.0.11.1 - Biblioteca, seq=22)
Latência medida: 875.017 ms (de 10.0.11.1 - Biblioteca, seq=23)
Latência medida: 119.899 ms (de 10.0.11.1 - Biblioteca, seq=24)
Latência medida: 120.481 ms (de 10.0.11.1 - Biblioteca, seq=25)
Latência medida: 120.367 ms (de 10.0.11.1 - Biblioteca, seq=26)
Latência medida: 120.338 ms (de 10.0.11.1 - Biblioteca, seq=27)
Latência medida: 120.642 ms (de 10.0.11.1 - Biblioteca, seq=28)
Latência medida: 1598.056 ms (de 10.0.21.1 - Laboratorios, seq=36)
Latência medida: 454.355 ms (de 10.0.11.1 - Biblioteca, seq=29)
Latência medida: 120.267 ms (de 10.0.11.1 - Biblioteca, seq=30)
Latência medida: 489.402 ms (de 10.0.21.1 - Laboratorios, seq=37)
Latência medida: 456.124 ms (de 10.0.11.1 - Biblioteca, seq=31)
Latência medida: 475.390 ms (de 10.0.21.1 - Laboratorios, seq=38)
Latência medida: 469.132 ms (de 10.0.21.1 - Laboratorios, seq=39)
Latência medida: 467.386 ms (de 10.0.21.1 - Laboratorios, seq=40)
Latência medida: 455.108 ms (de 10.0.21.1 - Laboratorios, seq=41)
Latência medida: 1168.041 ms (de 10.0.31.1 - Reitoria, seq=7)
Latência medida: 119.935 ms (de 10.0.11.1 - Biblioteca, seq=32)
Latência medida: 120.304 ms (de 10.0.11.1 - Biblioteca, seq=33)
Latência medida: 478.465 ms (de 10.0.11.1 - Biblioteca, seq=34)
Latência medida: 119.448 ms (de 10.0.11.1 - Biblioteca, seq=35)
Latência medida: 321.984 ms (de 10.0.31.1 - Reitoria, seq=8)
Latência medida: 324.705 ms (de 10.0.31.1 - Reitoria, seq=9)
Latência medida: 1623.715 ms (de 10.0.21.1 - Laboratorios, seq=42)
Latência medida: 869.003 ms (de 10.0.11.1 - Biblioteca, seq=36)
Latência medida: 120.635 ms (de 10.0.11.1 - Biblioteca, seq=37)
Latência medida: 1615.438 ms (de 10.0.11.1 - Biblioteca, seq=38)
Latência medida: 472.006 ms (de 10.0.11.1 - Biblioteca, seq=39)
Latência medida: 852.809 ms (de 10.0.21.1 - Laboratorios, seq=43)
Latência medida: 482.698 ms (de 10.0.21.1 - Laboratorios, seq=44)
Latência medida: 119.342 ms (de 10.0.21.1 - Laboratorios, seq=45)
Latência medida: 119.143 ms (de 10.0.21.1 - Laboratorios, seq=46)
Latência medida: 119.208 ms (de 10.0.21.1 - Laboratorios, seq=47)
Latência medida: 456.108 ms (de 10.0.21.1 - Laboratorios, seq=48)
Latência medida: 459.618 ms (de 10.0.21.1 - Laboratorios, seq=49)
Latência medida: 455.349 ms (de 10.0.21.1 - Laboratorios, seq=50)
Latência medida: 868.426 ms (de 10.0.11.1 - Biblioteca, seq=40)
Latência medida: 451.946 ms (de 10.0.21.1 - Laboratorios, seq=51)
Latência medida: 119.262 ms (de 10.0.21.1 - Laboratorios, seq=52)
Latência medida: 119.192 ms (de 10.0.21.1 - Laboratorios, seq=53)
Latência medida: 1663.434 ms (de 10.0.11.1 - Biblioteca, seq=41)
Latência medida: 120.402 ms (de 10.0.11.1 - Biblioteca, seq=42)
Latência medida: 120.431 ms (de 10.0.11.1 - Biblioteca, seq=43)
Latência medida: 464.597 ms (de 10.0.11.1 - Biblioteca, seq=44)
Latência medida: 2.775 ms (de 10.0.21.1 - Laboratorios, seq=54)
Latência medida: 2.419 ms (de 10.0.21.1 - Laboratorios, seq=55)
Latência medida: 8880.558 ms (de 10.0.31.1 - Reitoria, seq=10)
Latência medida: 2.779 ms (de 10.0.21.1 - Laboratorios, seq=56)
Latência medida: 349.900 ms (de 10.0.11.1 - Biblioteca, seq=45)
Latência medida: 2.844 ms (de 10.0.21.1 - Laboratorios, seq=57)
Latência medida: 3.865 ms (de 10.0.11.1 - Biblioteca, seq=46)
Latência medida: 2.755 ms (de 10.0.21.1 - Laboratorios, seq=58)
Sinal enviado: desativar
Latência medida: 3.827 ms (de 10.0.11.1 - Biblioteca, seq=47)
Latência medida: 2.804 ms (de 10.0.21.1 - Laboratorios, seq=59)
Latência medida: 4.294 ms (de 10.0.11.1 - Biblioteca, seq=48)
Latência medida: 2.862 ms (de 10.0.21.1 - Laboratorios, seq=60)
Latência medida: 1.469 ms (de 10.0.31.1 - Reitoria, seq=10)
Latência medida: 3.932 ms (de 10.0.11.1 - Biblioteca, seq=49)
Latência medida: 2.737 ms (de 10.0.21.1 - Laboratorios, seq=61)
Latência medida: 1.551 ms (de 10.0.31.1 - Reitoria, seq=11)
Latência medida: 4.107 ms (de 10.0.11.1 - Biblioteca, seq=50)
Latência medida: 2.778 ms (de 10.0.21.1 - Laboratorios, seq=62)
Latência medida: 1.587 ms (de 10.0.31.1 - Reitoria, seq=12)
Latência medida: 3.902 ms (de 10.0.11.1 - Biblioteca, seq=51)
Latência medida: 2.761 ms (de 10.0.21.1 - Laboratorios, seq=63)
Latência medida: 1.642 ms (de 10.0.31.1 - Reitoria, seq=13)
Latência medida: 4.194 ms (de 10.0.11.1 - Biblioteca, seq=52)
Latência medida: 2.875 ms (de 10.0.21.1 - Laboratorios, seq=64)
Latência medida: 1.495 ms (de 10.0.31.1 - Reitoria, seq=14)
Latência medida: 3.778 ms (de 10.0.11.1 - Biblioteca, seq=53)
Latência medida: 2.595 ms (de 10.0.21.1 - Laboratorios, seq=65)
Latência medida: 1.438 ms (de 10.0.31.1 - Reitoria, seq=15)
Latência medida: 3.904 ms (de 10.0.11.1 - Biblioteca, seq=54)
Latência medida: 2.685 ms (de 10.0.21.1 - Laboratorios, seq=66)
Latência medida: 1.645 ms (de 10.0.31.1 - Reitoria, seq=16)
Latência medida: 4.231 ms (de 10.0.11.1 - Biblioteca, seq=55)
Latência medida: 2.875 ms (de 10.0.21.1 - Laboratorios, seq=67)
Latência medida: 1.403 ms (de 10.0.31.1 - Reitoria, seq=17)
Latência medida: 4.062 ms (de 10.0.11.1 - Biblioteca, seq=56)
Latência medida: 2.464 ms (de 10.0.21.1 - Laboratorios, seq=68)
Latência medida: 1.426 ms (de 10.0.31.1 - Reitoria, seq=18)
Latência medida: 3.973 ms (de 10.0.11.1 - Biblioteca, seq=57)
Latência medida: 2.424 ms (de 10.0.21.1 - Laboratorios, seq=69)
Latência medida: 1.470 ms (de 10.0.31.1 - Reitoria, seq=19)
Latência medida: 4.046 ms (de 10.0.11.1 - Biblioteca, seq=58)
Latência medida: 2.660 ms (de 10.0.21.1 - Laboratorios, seq=70)
Latência medida: 1.605 ms (de 10.0.31.1 - Reitoria, seq=20)
Latência medida: 3.972 ms (de 10.0.11.1 - Biblioteca, seq=59)
Latência medida: 2.668 ms (de 10.0.21.1 - Laboratorios, seq=71)
Latência medida: 1.404 ms (de 10.0.31.1 - Reitoria, seq=21)
Latência medida: 2.455 ms (de 10.0.21.1 - Laboratorios, seq=72)
Latência medida: 3.442 ms (de 10.0.11.1 - Biblioteca, seq=60)
Latência medida: 1.388 ms (de 10.0.31.1 - Reitoria, seq=22)
Latência medida: 2.464 ms (de 10.0.21.1 - Laboratorios, seq=73)
Latência medida: 3.806 ms (de 10.0.11.1 - Biblioteca, seq=61)
Latência medida: 1.326 ms (de 10.0.31.1 - Reitoria, seq=23)
Latência medida: 2.628 ms (de 10.0.21.1 - Laboratorios, seq=74)
Latência medida: 1.292 ms (de 10.0.31.1 - Reitoria, seq=24)
Latência medida: 3.363 ms (de 10.0.11.1 - Biblioteca, seq=62)
Latência medida: 34135.041 ms (de 10.0.31.1 - Reitoria, seq=5)
Latência medida: 2.429 ms (de 10.0.21.1 - Laboratorios, seq=75)
Latência medida: 1.365 ms (de 10.0.31.1 - Reitoria, seq=25)
Latência medida: 4.183 ms (de 10.0.11.1 - Biblioteca, seq=63)
Latência medida: 1.641 ms (de 10.0.31.1 - Reitoria, seq=26)
Latência medida: 2.656 ms (de 10.0.21.1 - Laboratorios, seq=76)
Latência medida: 3.972 ms (de 10.0.11.1 - Biblioteca, seq=64)
Latência medida: 1.661 ms (de 10.0.31.1 - Reitoria, seq=27)
Latência medida: 2.522 ms (de 10.0.21.1 - Laboratorios, seq=77)
Latência medida: 3.759 ms (de 10.0.11.1 - Biblioteca, seq=65)
Latência medida: 1.461 ms (de 10.0.31.1 - Reitoria, seq=28)
Latência medida: 2.609 ms (de 10.0.21.1 - Laboratorios, seq=78)
Latência medida: 4.090 ms (de 10.0.11.1 - Biblioteca, seq=66)
Latência medida: 1.724 ms (de 10.0.31.1 - Reitoria, seq=29)
Latência medida: 2.907 ms (de 10.0.21.1 - Laboratorios, seq=79)
Latência medida: 4.158 ms (de 10.0.11.1 - Biblioteca, seq=67)
Latência medida: 1.529 ms (de 10.0.31.1 - Reitoria, seq=30)
Latência medida: 2.639 ms (de 10.0.21.1 - Laboratorios, seq=80)
Latência medida: 4.175 ms (de 10.0.11.1 - Biblioteca, seq=68)
Latência medida: 1.679 ms (de 10.0.31.1 - Reitoria, seq=31)
Latência medida: 2.882 ms (de 10.0.21.1 - Laboratorios, seq=81)
Latência medida: 4.005 ms (de 10.0.11.1 - Biblioteca, seq=69)
Latência medida: 1.619 ms (de 10.0.31.1 - Reitoria, seq=32)
Latência medida: 2.630 ms (de 10.0.21.1 - Laboratorios, seq=82)
Latência medida: 3.913 ms (de 10.0.11.1 - Biblioteca, seq=70)
